Date,Time,Block,Freq(Hz),Constituents,Actual (MWH),Schedule (MWH),SRAS (MWH),Deviation(MWH),Deviation (%),DSM Payable (Rs.),DSM Receivable (Rs.),Normal Rate (p/Kwh),Wt. Avg. Hybrid Rate (p/Kwh),HPDAM Ref. Rate (p/Kwh),HPDAM Normal Rate (p/Kwh),Unnamed: 16,Source_File,Processing_Date
2025-08-22,03:15,14,49.98,ACBIL,144.072726,144.65,0.0,-0.577274,-0.3991,756.32,0.0,418.64,131.01,418.64,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,03:30,15,49.95,ACBIL,144.509089,144.65,0.0,-0.140911,-0.0974,207.69,0.0,408.49,128.96,408.49,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,03:45,16,49.92,ACBIL,144.363635,144.65,0.0,-0.286365,-0.198,501.38,0.0,407.58,128.96,407.58,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,04:00,17,49.9,ACBIL,144.654544,144.675,0.0,-0.020456,-0.0141,39.67,0.0,411.53,129.01,411.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,04:15,18,49.92,ACBIL,144.290907,144.675,0.0,-0.384093,-0.2655,672.68,0.0,412.2,129.01,412.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,04:30,19,49.89,ACBIL,143.345453,144.675,0.0,-1.329547,-0.919,2582.75,0.0,416.98,129.51,416.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,04:45,20,49.92,ACBIL,143.563635,144.675,0.0,-1.111365,-0.7682,1969.19,0.0,422.85,130.52,422.85,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,05:00,21,49.97,ACBIL,143.636362,144.675,0.0,-1.038638,-0.7179,1381.44,0.0,436.74,133.01,436.74,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,05:15,22,49.99,ACBIL,143.709089,144.675,0.0,-0.965911,-0.6676,1294.6,0.0,444.91,134.03,444.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,05:30,23,50.0,ACBIL,143.854544,144.675,0.0,-0.820456,-0.5671,1108.66,0.0,465.08,135.12,465.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,05:45,24,50.0,ACBIL,144.145453,144.675,0.0,-0.529547,-0.366,714.88,0.0,462.98,135.01,462.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,06:00,25,49.98,ACBIL,144.654544,144.775,0.0,-0.120456,-0.0832,141.18,0.0,521.18,117.16,521.18,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,06:15,26,49.97,ACBIL,144.21818,144.775,0.0,-0.55682,-0.3846,652.24,0.0,507.58,117.14,507.58,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,06:30,27,49.97,ACBIL,143.199998,144.775,0.0,-1.575002,-1.0879,1843.22,0.0,497.44,117.03,497.44,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,06:45,28,50.01,ACBIL,144.145453,144.775,0.0,-0.629547,-0.4348,735.63,0.0,464.54,116.86,464.54,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,07:00,29,49.98,ACBIL,145.090908,144.775,0.0,0.315908,0.2182,0.0,409.63,437.24,129.67,437.24,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,07:15,30,49.93,ACBIL,144.872726,144.775,0.0,0.097726,0.0675,0.0,136.73,419.92,128.87,419.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,07:30,31,49.97,ACBIL,145.599999,144.775,0.0,0.824999,0.5698,0.0,1037.93,412.29,125.81,412.29,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,07:45,32,50.02,ACBIL,145.30909,144.775,0.0,0.53409,0.3689,0.0,669.07,342.9,125.27,342.9,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,08:00,33,49.98,ACBIL,145.454544,145.55,0.0,-0.095456,-0.0656,128.03,0.0,345.87,134.06,345.87,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,08:15,34,50.03,ACBIL,139.127271,140.025,0.0,-0.897729,-0.6411,1101.39,0.0,352.96,122.69,352.96,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,08:30,35,50.0,ACBIL,135.490908,135.025,0.0,0.465908,0.3451,0.0,534.01,391.85,114.62,391.85,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,08:45,36,49.99,ACBIL,133.672726,135.025,0.0,-1.352274,-1.0015,1550.01,0.0,376.7,114.62,376.7,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,09:00,37,49.99,ACBIL,134.472726,135.025,0.0,-0.552274,-0.409,633.05,0.0,326.07,114.62,326.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,09:15,38,50.03,ACBIL,134.181817,135.025,0.0,-0.843183,-0.6245,966.48,0.0,361.32,114.62,361.32,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,09:30,39,50.01,ACBIL,133.236362,135.025,0.0,-1.788638,-1.3247,2050.09,0.0,375.02,114.62,375.02,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,09:45,40,50.0,ACBIL,133.890908,135.025,0.0,-1.134092,-0.8399,1299.91,0.0,369.56,114.62,369.56,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,10:00,41,49.97,ACBIL,134.472726,134.525,0.0,-0.052274,-0.0389,59.95,0.0,339.89,114.62,339.89,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,10:15,42,49.98,ACBIL,134.836362,134.525,0.0,0.311362,0.2315,0.0,356.93,322.12,114.62,322.12,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,10:30,43,50.03,ACBIL,133.672726,134.525,0.0,-0.852274,-0.6335,976.91,0.0,323.12,114.62,323.12,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,10:45,44,50.06,ACBIL,132.727271,134.525,0.0,-1.797729,-1.3364,1751.45,0.0,324.47,114.62,324.47,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,11:00,45,50.06,ACBIL,132.581817,134.525,0.0,-1.943183,-1.4445,1893.2,0.0,313.09,114.62,313.09,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,11:15,46,50.02,ACBIL,132.872726,134.525,0.0,-1.652274,-1.2282,1893.87,0.0,302.2,114.62,302.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,11:30,47,50.01,ACBIL,129.963635,131.825,0.0,-1.861365,-1.412,2119.02,0.0,305.9,113.84,305.9,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,11:45,48,49.99,ACBIL,131.709089,131.825,0.0,-0.115911,-0.0879,131.94,0.0,306.13,113.84,306.13,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,12:00,49,50.0,ACBIL,123.854544,123.2,0.0,0.654544,0.5313,0.0,758.7,293.49,115.92,293.49,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,12:15,50,49.95,ACBIL,118.90909,120.7,0.0,-1.79091,-1.4838,2372.47,0.0,298.53,115.9,298.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,12:30,51,49.92,ACBIL,116.072726,114.95,0.0,1.122726,0.9767,0.0,1415.23,292.19,113.82,292.19,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,12:45,52,49.98,ACBIL,117.599999,118.775,0.0,-1.175001,-0.9893,1335.74,0.0,294.37,113.68,294.37,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,13:00,53,50.0,ACBIL,113.818181,113.025,0.0,0.793181,0.7018,0.0,883.31,281.94,111.36,281.94,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,13:15,54,50.0,ACBIL,112.945453,112.65,0.0,0.295453,0.2623,0.0,325.11,286.99,110.02,286.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,13:30,55,50.01,ACBIL,117.018181,120.15,0.0,-3.131819,-2.6066,3336.93,0.0,284.86,106.55,284.86,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,13:45,56,49.94,ACBIL,119.854544,120.15,0.0,-0.295456,-0.2459,382.39,0.0,289.99,106.55,289.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,14:00,57,49.95,ACBIL,120.218181,121.275,0.0,-1.056819,-0.8714,1303.35,0.0,306.39,107.9,306.39,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,14:15,58,49.95,ACBIL,121.890908,123.2,0.0,-1.309092,-1.0626,1662.99,0.0,316.09,111.14,316.09,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,14:30,59,49.98,ACBIL,117.090907,117.7,0.0,-0.609093,-0.5175,692.85,0.0,313.07,113.75,313.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,14:45,60,49.96,ACBIL,116.727271,117.7,0.0,-0.972729,-0.8264,1186.91,0.0,311.89,113.88,311.89,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,15:00,61,50.02,ACBIL,120.363636,121.15,0.0,-0.786364,-0.6491,900.03,0.0,356.4,114.45,356.4,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,15:15,62,50.01,ACBIL,123.927271,123.65,0.0,0.277271,0.2242,0.0,320.67,360.32,115.64,360.32,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,15:30,63,49.99,ACBIL,128.581816,131.65,0.0,-3.068184,-2.3306,3869.31,0.0,361.55,126.11,361.55,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,15:45,64,50.01,ACBIL,133.527271,134.15,0.0,-0.622729,-0.4642,791.26,0.0,364.26,127.07,364.26,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,16:00,65,50.05,ACBIL,134.036362,134.125,0.0,-0.088638,-0.0661,86.67,0.0,378.14,115.09,378.14,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,16:15,66,50.03,ACBIL,135.709089,134.125,0.0,1.584089,1.1811,0.0,1823.62,386.97,115.12,386.97,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,16:30,67,50.01,ACBIL,138.981817,139.125,0.0,-0.143183,-0.1029,178.68,0.0,389.63,124.78,389.63,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,16:45,68,50.01,ACBIL,143.054544,144.65,0.0,-1.595456,-1.103,2148.18,0.0,405.02,134.64,405.02,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,17:00,69,50.05,ACBIL,144.072726,144.65,0.0,-0.577274,-0.3991,660.78,0.0,365.13,134.66,365.13,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,17:15,70,50.04,ACBIL,142.327271,144.65,0.0,-2.322729,-1.6058,2952.47,0.0,365.18,137.42,365.18,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,17:30,71,50.06,ACBIL,143.490907,144.65,0.0,-1.159093,-0.8013,1138.04,0.0,387.22,115.51,387.22,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,17:45,72,50.06,ACBIL,143.70909,144.65,0.0,-0.94091,-0.6505,924.93,0.0,410.02,115.65,410.02,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,18:00,73,50.07,ACBIL,144.072725,144.65,0.0,-0.577275,-0.3991,657.84,0.0,418.3,134.06,418.3,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,18:15,74,50.06,ACBIL,143.781817,144.65,0.0,-0.868183,-0.6002,1019.06,0.0,487.1,138.09,487.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,18:30,75,50.05,ACBIL,143.999999,145.4,0.0,-1.400001,-0.9629,2029.31,0.0,1000.0,170.53,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,18:45,76,50.06,ACBIL,144.218181,145.4,0.0,-1.181819,-0.8128,1749.29,0.0,1003.23,174.14,1003.23,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,19:00,77,50.03,ACBIL,144.363635,145.425,0.0,-1.061365,-0.7298,1850.44,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,19:15,78,50.04,ACBIL,143.999998,145.425,0.0,-1.425002,-0.9799,2298.02,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,19:30,79,50.02,ACBIL,144.363635,145.425,0.0,-1.061365,-0.7298,1850.44,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,19:45,80,50.02,ACBIL,144.509089,145.425,0.0,-0.915911,-0.6298,1596.78,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,20:00,81,50.02,ACBIL,143.927271,145.425,0.0,-1.497729,-1.0299,2611.09,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,20:15,82,50.01,ACBIL,144.218181,145.425,0.0,-1.206819,-0.8299,2103.94,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,20:30,83,50.03,ACBIL,144.290908,145.425,0.0,-1.134092,-0.7798,1977.19,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,20:45,84,50.01,ACBIL,144.363635,145.425,0.0,-1.061365,-0.7298,1850.44,0.0,1000.0,174.34,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,21:00,85,50.03,ACBIL,144.509089,145.4,0.0,-0.890911,-0.6127,1551.41,0.0,1000.0,174.14,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,21:15,86,50.04,ACBIL,144.727271,145.4,0.0,-0.672729,-0.4627,1083.58,0.0,1000.0,174.14,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,21:30,87,50.05,ACBIL,143.854544,145.4,0.0,-1.545456,-1.0629,2236.4,0.0,1000.0,170.24,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,21:45,88,50.07,ACBIL,145.090908,145.4,0.0,-0.309092,-0.2126,447.07,0.0,1000.0,170.16,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,22:00,89,50.04,ACBIL,144.727271,145.425,0.0,-0.697729,-0.4798,1095.0,0.0,1000.0,169.67,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,22:15,90,50.0,ACBIL,144.363635,145.425,0.0,-1.061365,-0.7298,1800.77,0.0,1000.0,169.66,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,22:30,91,49.97,ACBIL,144.872726,145.425,0.0,-0.552274,-0.3798,937.09,0.0,1000.0,169.67,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,22:45,92,49.98,ACBIL,144.436362,145.425,0.0,-0.988638,-0.6798,1677.75,0.0,1000.0,169.71,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,23:00,93,49.95,ACBIL,144.654544,145.4,0.0,-0.745456,-0.5127,1443.98,0.0,1000.0,169.46,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,23:15,94,49.96,ACBIL,144.727271,145.4,0.0,-0.672729,-0.4627,1220.67,0.0,1000.0,169.35,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,23:30,95,50.0,ACBIL,144.509089,145.4,0.0,-0.890911,-0.6127,1501.88,0.0,1000.0,168.58,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-22,23:45,96,50.02,ACBIL,144.290908,145.4,0.0,-1.109092,-0.7628,1869.39,0.0,1000.0,168.55,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,00:00,1,50.01,ACBIL,144.145453,144.65,0.0,-0.504547,-0.3488,655.45,0.0,350.02,129.92,350.02,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,00:15,2,49.99,ACBIL,144.145453,144.65,0.0,-0.504547,-0.3488,655.45,0.0,350.08,129.92,350.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,00:30,3,49.95,ACBIL,144.872726,144.65,0.0,0.222726,0.154,0.0,301.77,395.91,129.92,395.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,00:45,4,49.98,ACBIL,144.945453,144.65,0.0,0.295453,0.2043,0.0,383.88,396.7,129.91,396.7,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,01:00,5,50.0,ACBIL,144.218181,144.65,0.0,-0.431819,-0.2985,553.44,0.0,390.58,128.17,390.58,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,01:15,6,50.01,ACBIL,144.072726,144.65,0.0,-0.577274,-0.3991,737.9,0.0,399.45,127.82,399.45,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,01:30,7,49.97,ACBIL,143.854544,144.65,0.0,-0.795456,-0.5499,1019.99,0.0,390.16,128.22,390.16,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,01:45,8,50.02,ACBIL,143.636362,144.65,0.0,-1.013638,-0.7008,1299.74,0.0,417.17,128.23,417.17,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,02:00,9,50.03,ACBIL,143.927271,144.65,0.0,-0.722729,-0.4996,921.51,0.0,410.3,127.51,410.3,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,02:15,10,50.03,ACBIL,143.636362,144.65,0.0,-1.013638,-0.7008,1299.94,0.0,414.74,128.25,414.74,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,02:30,11,50.01,ACBIL,143.70909,144.65,0.0,-0.94091,-0.6505,1212.26,0.0,425.92,128.84,425.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,02:45,12,50.03,ACBIL,143.854544,144.65,0.0,-0.795456,-0.5499,1025.48,0.0,428.12,128.91,428.12,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,03:00,13,50.05,ACBIL,143.70909,144.65,0.0,-0.94091,-0.6505,1030.42,0.0,361.17,128.84,361.17,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,03:15,14,50.02,ACBIL,143.999998,144.65,0.0,-0.650002,-0.4494,837.46,0.0,369.27,128.84,369.27,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,03:30,15,50.01,ACBIL,143.781817,144.65,0.0,-0.868183,-0.6002,1118.59,0.0,400.99,128.84,400.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,03:45,16,50.02,ACBIL,143.41818,144.65,0.0,-1.23182,-0.8516,1587.05,0.0,402.14,128.84,402.14,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,04:00,17,50.06,ACBIL,142.690908,144.675,0.0,-1.984092,-1.3714,2173.88,0.0,417.19,128.9,417.19,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,04:15,18,50.04,ACBIL,143.127272,144.675,0.0,-1.547728,-1.0698,1845.22,0.0,415.38,128.89,415.38,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,04:30,19,50.04,ACBIL,143.41818,144.675,0.0,-1.25682,-0.8687,1498.51,0.0,426.99,128.9,426.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,04:45,20,50.05,ACBIL,143.490908,144.675,0.0,-1.184092,-0.8185,1298.06,0.0,424.06,128.97,424.06,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,05:00,21,50.08,ACBIL,143.563635,144.675,0.0,-1.111365,-0.7682,1232.54,0.0,400.71,130.47,400.71,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,05:15,22,50.04,ACBIL,141.01818,144.675,0.0,-3.65682,-2.5276,4448.04,0.0,418.07,131.5,418.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,05:30,23,50.01,ACBIL,141.381817,144.675,0.0,-3.293183,-2.2763,4395.43,0.0,444.29,133.47,444.29,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,05:45,24,50.01,ACBIL,143.199999,144.675,0.0,-1.475001,-1.0195,1970.9,0.0,464.26,133.62,464.26,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,06:00,25,50.02,ACBIL,144.436362,144.775,0.0,-0.338638,-0.2339,395.69,0.0,468.85,116.86,468.85,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,06:15,26,50.0,ACBIL,144.21818,144.775,0.0,-0.55682,-0.3846,650.84,0.0,477.37,116.89,477.37,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,06:30,27,49.99,ACBIL,144.363635,144.775,0.0,-0.411365,-0.2841,480.76,0.0,463.0,116.86,463.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,06:45,28,50.0,ACBIL,143.127272,144.775,0.0,-1.647728,-1.1381,1925.34,0.0,461.58,116.85,461.58,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,07:00,29,49.97,ACBIL,140.363635,142.275,0.0,-1.911365,-1.3434,2211.87,0.0,437.77,115.72,437.77,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,07:15,30,49.97,ACBIL,139.272726,139.775,0.0,-0.502274,-0.3593,642.24,0.0,428.71,127.86,428.71,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,07:30,31,49.89,ACBIL,137.963635,137.275,0.0,0.688635,0.5016,0.0,984.64,397.75,124.34,397.75,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,07:45,32,49.98,ACBIL,133.672726,134.775,0.0,-1.102274,-0.8179,1343.59,0.0,373.55,121.89,373.55,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,08:00,33,49.95,ACBIL,132.509089,132.275,0.0,0.234089,0.177,0.0,324.16,347.08,132.76,347.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,08:15,34,49.94,ACBIL,132.727272,132.275,0.0,0.452272,0.3419,0.0,637.28,364.34,132.36,364.34,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,08:30,35,49.98,ACBIL,132.290907,132.275,0.0,0.015907,0.012,0.0,20.83,376.42,130.98,376.42,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,08:45,36,49.98,ACBIL,126.763636,126.75,0.0,0.013636,0.0108,0.0,15.97,291.08,117.45,291.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,09:00,37,49.97,ACBIL,121.381817,121.7,0.0,-0.318183,-0.2614,350.12,0.0,306.08,110.03,306.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,09:15,38,50.01,ACBIL,121.454545,121.7,0.0,-0.245455,-0.2017,269.95,0.0,306.27,109.96,306.27,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,09:30,39,50.07,ACBIL,120.654544,121.7,0.0,-1.045456,-0.859,976.65,0.0,384.87,109.9,384.87,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,09:45,40,50.05,ACBIL,120.363635,121.7,0.0,-1.336365,-1.0981,1247.15,0.0,372.99,109.79,372.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,10:00,41,50.06,ACBIL,120.363635,121.725,0.0,-1.361365,-1.1184,1268.28,0.0,359.53,109.6,359.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,10:15,42,50.21,ACBIL,119.999999,121.725,0.0,-1.725001,-1.4171,1606.13,0.0,356.58,109.54,356.58,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,10:30,43,50.23,ACBIL,120.218181,121.725,0.0,-1.506819,-1.2379,1405.14,0.0,346.77,109.71,346.77,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,10:45,44,50.26,ACBIL,119.70909,121.725,0.0,-2.01591,-1.6561,1879.73,0.0,223.07,109.7,223.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,11:00,45,50.18,ACBIL,119.199999,121.7,0.0,-2.500001,-2.0542,2330.06,0.0,238.62,109.65,238.62,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,11:15,46,50.14,ACBIL,120.072727,121.7,0.0,-1.627273,-1.3371,1516.68,0.0,337.95,109.65,337.95,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,11:30,47,50.11,ACBIL,122.545454,124.2,0.0,-1.654546,-1.3322,1559.47,0.0,331.65,110.89,331.65,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,11:45,48,50.06,ACBIL,119.345453,118.45,0.0,0.895453,0.756,0.0,0.0,331.88,112.08,331.88,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,12:00,49,50.02,ACBIL,117.309089,115.95,0.0,1.359089,1.1721,0.0,1507.11,288.62,110.89,288.62,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-23,12:15,50,50.08,ACBIL,111.927271,113.45,0.0,-1.522729,-1.3422,1419.19,0.0,287.84,109.65,287.84,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
